NU_INSCRICAO,Q002,TP_ANO_CONCLUIU,Q006,NU_NOTA_LC,TP_LINGUA,Q024,Q001,ATEND_ESPE1,CO_UF_RESIDENCIA,NU_NOTA_CH,NU_NOTA_CN,ATEND_ESPE2,NU_NOTA_MT,IN_TREINEIRO,NU_IDADE,TP_COR_RACA_A,TP_COR_RACA_B,TP_COR_RACA_C,TP_COR_RACA_D,TP_COR_RACA_E,TP_NACIONALIDADE_A,TP_NACIONALIDADE_B,TP_NACIONALIDADE_C,TP_NACIONALIDADE_D,TP_ESCOLA_B,TP_ESCOLA_C,TP_ESCOLA_D,TP_ST_CONCLUSAO_A,TP_ST_CONCLUSAO_B,TP_ST_CONCLUSAO_C,TP_ST_CONCLUSAO_D,Q026_A,Q026_B,Q026_C,Q027_A,Q027_B,Q027_C,Q027_D,Q027_E,Q027_F,Q027_G,Q027_H,Q027_I,Q027_J,Q027_K,Q027_L,Q027_M,Q027_N,Q047_A,Q047_B,Q047_C,Q047_D,Q047_E,TP_SEXO_F,TP_SEXO_M,Q025_A,Q025_B
3c44449ad09dc6a72c77c3bd3b5fd06a6d3f66e8,2,8,1,533.9,1,0,1,0,26,407.9,413.4,0,419.6,0,29,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
6f721ecb245bd74eaeda78b8d8135e8adeba6dc0,5,0,1,490.1,1,0,4,0,21,509.6,503.4,0,369.9,0,17,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
70b1dacb515d1aecead8a53cb465a70fda4b62b6,5,7,1,599.0,0,2,2,0,43,556.9,402.6,0,464.2,0,27,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
8570b9be0b2b629d00743d0de77cd95a84a46fbc,4,2,2,0.0,0,1,4,0,23,0.0,0.0,0,0.0,0,19,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
67a173ad63a2a3f77c8905b49e83084b7c1cd6b0,1,2,0,511.9,0,0,2,0,24,462.9,477.8,0,453.4,0,18,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
4e17008781ab3d721804ffe992884f86c37dcb4c,4,1,2,0.0,0,0,4,0,50,0.0,0.0,0,0.0,0,18,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
6118b53a6c928609d5ec78f7b6ae463ee3f766e3,7,0,9,596.5,0,1,6,0,41,640.8,561.8,0,480.4,1,16,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
036bce628d802e0da1fc727057dd40e979a03ac3,1,0,1,517.4,1,0,1,0,21,540.0,474.4,0,402.4,0,24,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
e2550a9dbfe4dfa31af61ab8cbdd08de283fd7ba,3,1,1,569.5,1,0,4,0,15,425.2,395.5,0,475.8,0,20,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
fa8d39d295f07f351cbff175dcfe01a4cbb49ca3,7,0,3,0.0,1,0,2,0,31,429.6,393.3,0,0.0,0,21,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
bedf9d4bf2c29669d24ef9ed9fa4bb6b8a2b574b,2,0,2,588.2,1,0,3,0,31,628.0,471.9,0,518.0,0,18,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
5458db66588b99384d711f24a5e77d2befb2bec9,4,4,3,0.0,0,1,0,0,53,0.0,0.0,0,0.0,0,24,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
f2dda998a10d8f259dec0018a0a0aefafb66dcf7,5,6,2,0.0,1,0,4,0,43,0.0,0.0,0,0.0,0,24,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
fe981a60436f1d9e533a28c67dd66c72290ce7c7,2,0,1,0.0,1,1,0,0,41,0.0,0.0,0,0.0,1,17,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
f08085c95978cded4e8009e734772d2889c6ab1d,2,10,1,0.0,1,1,2,0,31,0.0,0.0,0,0.0,0,30,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
2600ee9cbb63e8dc65423f18d2f33c8ad198edfe,4,1,1,559.1,1,1,4,0,31,485.3,484.8,0,475.3,0,18,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
75182e8460c3cae7808fbe4c3475c15e232327dd,4,5,3,0.0,0,1,4,0,52,0.0,0.0,0,0.0,0,22,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
9f1f0f639f56faed5cdb4db727692f9a49f7818b,2,0,1,472.8,0,0,2,0,32,439.1,473.2,0,430.8,0,19,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
45837167deb9a4e1969d5d9bdb31e8bfe7c94017,3,0,2,522.5,0,1,2,0,35,521.3,390.4,0,377.3,0,19,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
e1268d2857278d8ec8055524bc29cc16b5c4174f,2,4,5,483.1,1,1,2,0,41,530.0,475.8,0,467.3,0,21,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
b6b8661c6a0867a13e83b584a0468d5e05804128,3,2,1,530.1,1,1,5,0,21,522.3,413.6,0,553.9,0,21,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
3982766156703660bd7c9662b663d250a68f2734,4,0,1,424.6,0,0,5,0,26,560.2,510.0,0,394.0,0,17,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
b82b9c8e6d995692aedfad5a31c0c14cfcf108f1,2,0,3,470.5,1,1,2,0,23,477.2,440.0,0,415.5,0,19,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
3b096a7385fbcd24adb5e622db6ec33ad81b711c,3,0,0,402.9,1,0,3,0,33,544.2,430.6,0,427.3,0,17,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
ab01ff1e35bb088cda3ccb34ee11e718cf49961c,3,6,3,518.5,0,0,4,0,35,485.0,449.7,0,508.0,0,24,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
91720b5fe48f70c5f4b21231f265badbb7965923,4,0,1,542.5,1,0,1,0,13,559.7,465.7,0,563.6,0,17,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
3f910c1717d215698a89b7774fae6aae9ce80a9b,6,0,7,441.9,1,1,3,0,43,554.3,477.3,0,383.2,0,18,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
51e2e191d63c9ce01f2474dfef6867d39bde0e22,2,0,2,0.0,1,0,2,0,35,0.0,0.0,0,0.0,0,17,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
160449496c59d74d6efaed45b00fd1802d7b8fe0,7,0,5,452.4,1,1,5,0,29,512.9,467.8,0,470.0,1,15,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
5c90f15a173eb63ffaff1dda01bb41959cea8ade,5,1,2,479.3,1,1,2,0,51,559.8,407.8,0,435.4,0,18,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
642546ecc2ac60f7533a50e51b3ced50d438fa2a,5,8,2,518.0,1,1,0,0,31,506.9,401.4,0,373.9,0,24,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
bcca1cc0d5b3005d943cd206eb899d1b0470d118,7,1,6,604.4,0,3,5,0,42,639.2,448.9,0,542.4,0,17,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
80657dbe741b33c3b8aa6627ff05d721fc473535,4,0,4,521.8,1,1,0,0,13,518.4,373.4,0,405.7,0,18,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
c9fe095eda5d50f8fd64a9066f0c5cfc66b742d3,3,0,3,623.0,0,2,2,0,31,586.9,560.8,0,555.6,0,18,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
ce018e1ed8c91f329f952c59abec1059d15544fc,3,0,7,603.1,0,0,3,0,41,549.4,593.9,0,539.7,1,16,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
15fb3ba785590aea2be363ee1b189f1e0c38d168,5,0,2,515.7,1,1,5,0,29,619.9,498.2,0,390.3,1,16,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
36c49582ac87ab0169f57407a7030d012e19db0f,6,0,3,578.4,1,1,5,0,21,587.4,461.4,0,423.5,0,18,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
272b3de95fdc0983aa22bd9cffa178a3a362ae43,5,1,3,586.5,1,1,0,0,22,581.0,524.5,0,471.1,0,19,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
0a90fb44346e04615bc4879b2769751e65740f7e,7,3,3,443.2,1,0,4,0,17,396.3,412.6,0,354.6,0,21,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
45baf0018e09111593b980febba5122c6045203b,3,0,1,450.4,0,0,3,0,26,424.2,366.7,0,345.7,0,19,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
1495c703543bb33d4b2a3a38075e9102541d872d,0,0,2,536.4,1,0,0,0,23,493.9,440.3,0,443.8,0,18,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
31640380bd530bb03092038113931fe88235552d,7,1,3,0.0,1,1,5,0,51,0.0,0.0,0,0.0,0,18,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
99b9a595ef66afd906ff6cc1924b8aec91d569ac,5,1,2,493.6,0,1,5,0,35,527.3,377.9,0,629.3,0,18,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
89b718d7a23461843c46a4e7e3b44bda0b0152bf,5,2,3,577.4,1,1,2,0,52,565.7,595.1,0,393.6,0,21,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
2811fcc8205f513d44f523a753e74e6cc593a4f9,6,0,7,607.5,1,1,6,0,31,610.8,561.1,0,708.5,0,18,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
777bd9bcb30c7af5ee67f98072e572a304ad0042,4,10,1,0.0,1,1,3,0,23,0.0,0.0,0,0.0,0,40,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
9061a9d12293f7a706455370a3c7db1093a86775,4,1,1,527.4,1,0,3,0,15,512.4,384.5,0,371.8,0,20,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
74106591d629e3d8bae3a811a6340f7e31f56ff0,3,0,0,387.4,1,0,0,0,22,467.9,419.9,0,378.7,0,19,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
2c28ebcabc43052f3029141fa6bec9bdef65dae6,4,1,1,516.4,0,0,2,0,35,468.0,460.9,0,468.5,0,18,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
ccb11e219efb77f2d1f773e490e18204b743c531,4,3,2,0.0,1,1,4,0,42,0.0,0.0,0,0.0,0,25,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
b7c29a61f67a7b11a811dd41db7f6cc18cee1082,6,1,8,562.7,0,1,7,0,41,610.4,596.2,0,728.3,0,19,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
546520198f2a8f443f61687181896c7a91614265,5,0,3,503.5,1,0,5,0,52,470.9,443.8,0,434.2,0,17,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
00fad6ffd37a5fcd02b67623b5141406caf0ffc0,3,0,1,431.9,1,0,3,0,23,504.1,493.5,0,414.1,1,16,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
3d45dffbb8f5c2535e2b46228dde95f0c5a4bc00,4,0,3,604.4,0,1,0,0,33,590.8,482.2,0,457.8,0,18,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
79596e863089f8b7f26b24ea161920750fb9ad98,7,0,1,0.0,0,0,2,0,50,0.0,0.0,0,0.0,0,27,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
42c347cc2d5a972008ab3fef158bec426fc32d22,5,0,6,530.2,1,1,5,0,15,518.9,446.0,0,370.8,0,16,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
1184e759ab3abac459311e19e2d4f1773bf1bd41,4,0,3,521.7,0,1,2,0,33,449.1,437.3,0,412.4,1,16,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
f102d2cce60240d7c8cc8dcd7e819b81ed724c14,5,0,1,0.0,1,0,2,0,33,0.0,0.0,0,0.0,0,20,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
d11f15d217391ddc98d0007cabc4c21f9438b55b,3,0,8,546.8,0,2,3,0,35,475.2,434.9,0,355.6,0,17,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
75863688688db57afb85d45f3a0f8359b4a3f256,4,5,1,507.0,1,1,4,0,16,441.4,438.4,0,401.6,0,23,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
84d341e1ac9c010aa58f782766258ef3f097a6b7,4,1,7,532.0,0,2,5,0,35,526.4,367.1,0,492.8,0,18,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
c0971b9328ab9ffaf2054856c98080d6070541ae,5,3,2,517.3,1,1,3,0,33,492.3,393.9,0,407.6,0,22,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
a10aff56c82f1bcb0a43c0aca5061901f21a4dac,3,0,7,524.5,1,1,3,0,52,534.0,414.3,0,513.0,1,16,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
a6905d20876982ff0006a442533a58cbb39da4c5,4,9,3,489.7,1,0,3,0,15,484.2,477.9,0,604.9,0,27,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
48e9256e4da87667fae37924792e56e197a4dd88,3,10,6,546.6,1,1,5,0,31,587.5,494.1,0,495.3,0,37,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
ad810c209e89e9b5e2080eefead70a0f0027c30c,3,0,1,511.2,1,0,0,0,23,570.4,391.1,0,397.3,0,17,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
b77d99ff8ee7781a40175b2e1e4dc011e63f1920,5,0,3,464.7,1,0,2,0,33,476.4,405.7,0,344.1,0,18,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
231c9a3c08249643f87ed59301e84e7605b2176f,5,0,1,526.0,1,0,5,0,23,521.8,443.0,0,397.0,0,17,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
dcdfc953208fe59ec5bd9288d5be4fa3300deb89,6,10,4,0.0,0,1,5,0,33,0.0,0.0,0,0.0,0,28,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
4e1c0573b418b839469dab13754968982db53a10,2,5,4,0.0,1,0,1,0,51,0.0,0.0,0,0.0,0,23,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
129d6daf0892c79c68c98ea20f8197645b21b221,5,1,1,530.1,1,0,5,0,17,509.1,444.3,0,488.3,0,18,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
626eabd333cba14cb6c0c17b13cc2ab36f9070b4,2,0,1,0.0,0,0,2,0,50,0.0,0.0,0,0.0,0,22,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
d1aba323399aba7434327ab725bbc2d5682316bf,3,1,1,444.6,1,1,2,0,31,487.6,401.8,0,363.1,0,37,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
6ce27caca885b1a612477f606ac8d4e98b90d8e5,4,0,1,0.0,0,0,3,0,25,0.0,0.0,0,0.0,0,17,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
272ee225651d10cf558d114ce37c5189da942a62,3,3,2,555.2,1,0,1,0,53,538.6,457.0,0,418.0,0,21,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
4d288c96983da75bb8c3983063becbdb867ace89,3,9,1,483.5,0,0,3,0,22,547.4,475.7,0,503.0,0,32,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
